address,postcode,source,price_pcm,size_sqft,bedrooms,bathrooms,url,ppsf,district,tier_num,tier,location_score,size_score,ppsf_score,comp_score
"Stratford Road, South Kensington, W8",W8,rightmove,7800,1543,2,1.0,https://www.rightmove.co.uk/properties/169392944#/?channel=RES_LET,5.055087491898898,W8,3,Tier 3: Prime Central,50,5.983231707317077,24.31120212180789,40.147216914562485
"Queen's Gate Place Mews, London",,rightmove,5416,1308,2,2.0,https://www.rightmove.co.uk/properties/169955699#/?channel=RES_LET,4.140672782874618,,4,Tier 4: Broader Market,20,49.23780487804878,10.869049760577015,40.053427319312895
"Onslow Square, London, SW7",SW7,knightfrank,4875,1140,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/onslow-square-london-sw7/knq012564595,4.276315789473684,SW7,3,Tier 3: Prime Central,50,17.22560975609756,12.863039952823229,40.04432485446039
"Cavendish House, Wellington Road, St John's Wood, London, NW8",NW8,knightfrank,4948,1126,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/cavendish-house-wellington-road-st-john-s-wood-london-nw8/sjq012557123,4.394316163410302,NW8,3,Tier 3: Prime Central,50,14.557926829268297,14.597678503017548,39.57780266614292
"Albion Riverside, Battersea, SW11",SW11,knightfrank,5525,1325,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/albion-riverside-battersea-sw11/baq012519628,4.169811320754717,SW11,4,Tier 4: Broader Market,20,47.52286585365854,11.297394429469904,39.410130141564224
"Ormonde Court, 10-14 Belsize Grove, London, NW3",NW3,knightfrank,4498,1164,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/ormonde-court-10-14-belsize-grove-london-nw3/bpq012548600,3.8642611683848798,NW3,3,Tier 3: Prime Central,50,21.79878048780488,6.8057216013553195,39.302251044580096
"Weymouth Mews, London, W1G",W1G,knightfrank,5416,1071,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/weymouth-mews-london-w1g/mrq012584054,5.056956115779645,W1G,3,Tier 3: Prime Central,50,4.077743902439029,24.338671416278924,39.208207659358976
"Gloucester Park, Ashburn Gardens, South Kensington, London, SW7",SW7,knightfrank,13000,1195,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/gloucester-park-ashburn-gardens-south-kensington-london-sw7/keq012462854,10.878661087866108,SW7,3,Tier 3: Prime Central,50,27.705792682926834,0.0,38.85289634146342
"Queens Grove, St Johns Wood, NW8",NW8,knightfrank,5499,1459,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/queens-grove-st-johns-wood-nw8/sjq012587021,3.7690198766278273,NW8,3,Tier 3: Prime Central,50,21.989329268292686,5.405647934293661,38.69748860129317
"Queen Anne Street, Marylebone, London, W1G",W1G,knightfrank,4766,1130,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/queen-anne-street-marylebone-london-w1g/mrq012506993,4.2176991150442475,W1G,3,Tier 3: Prime Central,50,15.320121951219512,12.001358419473979,38.66074018534674
"Oak Lodge, Chantry Square London W8",W8,rightmove,4800,1125,2,2.0,https://www.rightmove.co.uk/properties/168308354#/?channel=RES_LET,4.266666666666667,W8,3,Tier 3: Prime Central,50,14.367378048780493,12.721195144724556,38.54428659675253
"31 Palace Gate, Kensington, London, W8",W8,knightfrank,5416,1056,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/31-palace-gate-kensington-london-w8/keq012529839,5.128787878787879,W8,3,Tier 3: Prime Central,50,1.2195121951219523,25.394618453441986,38.307065324281965
"Balmoral Court, Queens Terrace, London, NW8",NW8,knightfrank,4701,1130,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/balmoral-court-queens-terrace-london-nw8/sjq012583935,4.1601769911504425,NW8,3,Tier 3: Prime Central,50,15.320121951219512,11.155767085595297,38.2379445184074
"Queen's Gate Terrace, South Kensington, London, SW7",SW7,knightfrank,4498,1145,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/queen-s-gate-terrace-south-kensington-london-sw7/skq012506055,3.9283842794759827,SW7,3,Tier 3: Prime Central,50,18.17835365853659,7.7483492960503,37.96335147729344
Radnor Terrace London W14,W14,rightmove,5997,1364,2,3.0,https://www.rightmove.co.uk/properties/169214048#/?channel=RES_LET,4.396627565982405,W14,4,Tier 4: Broader Market,20,40.09146341463415,14.631656768279155,37.36156009145665
"Shrewsbury Mews, Notting Hill, London, W2",W2,knightfrank,4983,1317,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/shrewsbury-mews-notting-hill-london-w2/nhq012591788,3.783599088838269,W2,4,Tier 4: Broader Market,20,49.047256097560975,5.619966437600099,37.33361126758054
"Grosvenor Square, Mayfair, London, W1K",W1K,knightfrank,39000,1448,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/grosvenor-square-mayfair-london-w1k/maq012596375,26.933701657458563,W1K,3,Tier 3: Prime Central,50,24.08536585365854,0.0,37.04268292682927
"Gunter Grove, London, SW10",SW10,knightfrank,6998,1415,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/gunter-grove-london-sw10/chq012594989,4.945583038869258,SW10,4,Tier 4: Broader Market,20,30.373475609756095,22.701455988755924,36.53746579925601
"B14 Lighterman Towers, SW10",SW10,rightmove,5746,1365,2,2.0,https://www.rightmove.co.uk/properties/155571239#/?channel=RES_LET,4.20952380952381,SW10,4,Tier 4: Broader Market,20,39.900914634146346,11.881179138321995,35.89104688623417
"Kensington Park Gardens, London, W11",W11,knightfrank,6500,1143,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/kensington-park-gardens-london-w11/nhq012562842,5.686789151356081,W11,4,Tier 4: Broader Market,20,17.797256097560975,33.597393463072024,35.6973247803165
Oakley Street,,foxtons,5998,1380,2,2.0,https://www.foxtons.co.uk/properties-to-rent/chelsea/chpk0043510,4.346376811594203,,4,Tier 4: Broader Market,20,37.04268292682927,13.892956602931022,35.46781976488015
"Pembridge Villas, Notting Hill",,rightmove,6933,1087,2,2.0,https://www.rightmove.co.uk/properties/169878227#/?channel=RES_LET,6.378104875804968,,4,Tier 4: Broader Market,20,7.126524390243899,43.75992825833185,35.44322632428788
"Devonshire Mews, Park Walk, Chelsea, London, SW10",SW10,knightfrank,7583,1074,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/devonshire-mews-park-walk-chelsea-london-sw10/chq012128621,7.060521415270019,SW10,4,Tier 4: Broader Market,20,4.64939024390244,46.208357458439615,35.428873851171026
"Kensington Gardens Square, London, W2",W2,chestertons,6890,1421,2,2.0,https://www.chestertons.co.uk/properties/20818272/lettings/NHL220077,4.848698099929627,W2,4,Tier 4: Broader Market,20,29.23018292682927,21.277220247704992,35.25370158726713
"Blenheim Crescent, Notting Hill, London, W11",W11,knightfrank,10833,1214,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/blenheim-crescent-notting-hill-london-w11/nhq012554093,8.92339373970346,W11,4,Tier 4: Broader Market,20,31.326219512195124,18.823612476291995,35.07491599424356
"Sprimont Place, Chelsea, SW3",SW3,rightmove,4700,1082,2,1.0,https://www.rightmove.co.uk/properties/169684652#/?channel=RES_LET,4.343807763401109,SW3,3,Tier 3: Prime Central,50,6.173780487804881,13.855190874871209,35.014485681338044
"Celbridge Mews, London, W2.",W2,knightfrank,5499,1364,2,2.0,https://www.knightfrank.co.uk/properties/residential/to-let/celbridge-mews-london-w2/hpq012524418,4.031524926686217,W2,4,Tier 4: Broader Market,20,40.09146341463415,9.264545700978333,34.67800455780624
"Boydell Court, St. Johns Wood Park, London, NW8",NW8,knightfrank,4697,1077,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/boydell-court-st-johns-wood-park-london-nw8/sjq012515744,4.361188486536676,NW8,3,Tier 3: Prime Central,50,5.221036585365857,14.110692373513938,34.6658644794399
"Antrim Mansions, London, NW3",NW3,knightfrank,4498,1097,2,2.0,https://www.knightfrank.co.uk/properties/residential/to-let/antrim-mansions-london-nw3/bpq012590848,4.100273473108477,NW3,3,Tier 3: Prime Central,50,9.032012195121952,10.275168590681483,34.65359039290172
"Queen Anne Street, W1G 9JS",W1G 9JS,savills,4767,1066,2,2.0,https://search.savills.com/property-detail/gbmorembl160125l,4.471857410881801,W1G,3,Tier 3: Prime Central,50,3.125,15.737556561085974,34.43127828054298
"Coda Residencies, Battersea, SW11",SW11,knightfrank,6500,1115,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/coda-residencies-battersea-sw11/pod012545534,5.829596412556054,SW11,4,Tier 4: Broader Market,20,12.46189024390244,35.696700204745575,34.07929522432401
"Queen's Gate, London, SW7",SW7,knightfrank,6066,1524,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/queen-s-gate-london-sw7/skq012513579,3.9803149606299213,SW7,3,Tier 3: Prime Central,50,9.60365853658537,8.511744855422481,34.057701696003924
"10 Park Drive, London, E14.",E14,knightfrank,6500,1114,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/10-park-drive-london-e14/cwq012513008,5.834829443447037,E14,4,Tier 4: Broader Market,20,12.271341463414636,35.773627224678016,34.022484344046326
"Brompton Square, Chelsea, London, SW3, United Kingdom",SW3,rightmove,15166,1485,2,2.0,https://www.rightmove.co.uk/properties/168374861#/?channel=RES_LET,10.212794612794612,SW3,3,Tier 3: Prime Central,50,17.035060975609756,0.0,33.517530487804876
"Charrington Tower, 11 Biscayne Avenue, London, E14.",E14,knightfrank,4983,1350,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/charrington-tower-11-biscayne-avenue-london-e14/cwq012519506,3.6911111111111112,E14,4,Tier 4: Broader Market,20,42.75914634146341,4.26036725801432,33.50975679973887
"Milmans Street, Chelsea SW10",SW10,rightmove,7999,1487,2,2.0,https://www.rightmove.co.uk/properties/167659673#/?channel=RES_LET,5.379287155346335,SW10,4,Tier 4: Broader Market,20,16.65396341463415,29.077027986715866,32.865495700675005
"Quant House, 2 Milmans Street, Chelsea, London, SW10",SW10,knightfrank,7999,1487,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/quant-house-2-milmans-street-chelsea-london-sw10/chq012562763,5.379287155346335,SW10,4,Tier 4: Broader Market,20,16.65396341463415,29.077027986715866,32.865495700675005
"Portland Road, London, W11",W11,knightfrank,7800,1480,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/portland-road-london-w11/nhq012541828,5.27027027027027,W11,4,Tier 4: Broader Market,20,17.98780487804878,27.47444923915512,32.73112705860195
"Altissima House, Vista, Queenstown Road, Battersea, SW11",SW11,knightfrank,6500,1088,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/altissima-house-vista-queenstown-road-battersea-sw11/baq012582690,5.974264705882353,SW11,4,Tier 4: Broader Market,20,7.3170731707317085,37.82336463997364,32.570218905352675
"Burnaby Street, London, SW10",SW10,knightfrank,4498,1338,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/burnaby-street-london-sw10/chq012587924,3.3617339312406576,SW10,4,Tier 4: Broader Market,20,45.045731707317074,0.0,32.52286585365854
Onslow Gardens,,foxtons,8000,1072,2,2.0,https://www.foxtons.co.uk/properties-to-rent/chelsea/kncl0079478,7.462686567164179,,4,Tier 4: Broader Market,20,4.268292682926833,40.2964170742924,32.28235487860962
"Courtfield Gardens, London, SW5",SW5,knightfrank,5499,1186,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/courtfield-gardens-london-sw5/skq012573276,4.636593591905565,SW5,4,Tier 4: Broader Market,20,25.990853658536583,18.159224566723818,32.0750391126302
"Redcliffe Square, SW10 9JY",SW10 9JY,savills,6500,1073,2,2.0,https://search.savills.com/property-detail/gbecreecl250079l,6.0577819198508855,SW10,4,Tier 4: Broader Market,20,4.458841463414637,39.05109107948865,31.754966271451643
"Tonsley Road, London, SW18",SW18,knightfrank,4500,1263,2,2.0,https://www.knightfrank.co.uk/properties/residential/to-let/tonsley-road-london-sw18/cpq012510772,3.5629453681710213,SW18,4,Tier 4: Broader Market,20,40.66310975609756,2.376294936026663,31.51970234606211
"Markham Street, Chelsea, London",,rightmove,5611,1162,2,3.0,https://www.rightmove.co.uk/properties/169818071#/?channel=RES_LET,4.828743545611015,,4,Tier 4: Broader Market,20,21.41768292682927,20.983882709710382,31.20078281826983
Young Street,,foxtons,6392,1067,2,2.0,https://www.foxtons.co.uk/properties-to-rent/kensington/chpk4630191,5.990627928772259,,4,Tier 4: Broader Market,20,3.315548780487809,38.06390859999108,30.689728690239445
"Cathcart Road, London, SW10",SW10,rightmove,4550,1245,2,2.0,https://www.rightmove.co.uk/properties/168089504#/?channel=RES_LET,3.6546184738955825,SW10,4,Tier 4: Broader Market,20,37.233231707317074,3.723915268918815,30.478573488117945
Barkston Gardens,,foxtons,4550,1361,2,2.0,https://www.foxtons.co.uk/properties-to-rent/kensington/chpk0032570,3.34313005143277,,4,Tier 4: Broader Market,20,40.66310975609756,0.0,30.33155487804878
"Cheyne Walk, London, SW10",SW10,knightfrank,7800,1500,2,2.0,https://www.knightfrank.co.uk/properties/residential/to-let/cheyne-walk-london-sw10/chq012504029,5.2,SW10,4,Tier 4: Broader Market,20,14.176829268292689,26.441456582633055,30.309142925462872
"Claydon House, Chelsea Waterfront, SW10",SW10,knightfrank,4500,1246,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/claydon-house-chelsea-waterfront-sw10/baq012503973,3.611556982343499,SW10,4,Tier 4: Broader Market,20,37.42378048780488,3.0908992810607385,30.25733988443281
"Hampton Tower, Marsh Wall, London, E14.",E14,knightfrank,5252,1181,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/hampton-tower-marsh-wall-london-e14/cwq012523506,4.447078746824725,E14,4,Tier 4: Broader Market,20,25.03810975609756,15.373303258644693,30.205706507371126
"Bolton Gardens, South Kensington, London, SW5",SW5,chestertons,5000,1380,2,2.0,https://www.chestertons.co.uk/properties/21242187/lettings/KYC250614,3.6231884057971016,SW5,4,Tier 4: Broader Market,20,37.04268292682927,3.261884463930498,30.152283695379886
Imperial House,,rightmove,6391,1055,2,1.0,https://www.rightmove.co.uk/properties/169671014#/?channel=RES_LET,6.05781990521327,,4,Tier 4: Broader Market,20,1.0289634146341486,39.05164947495585,30.040306444795
"Fulham Road, London, SW3 6SN",SW3 6SN,rightmove,4116,1067,2,1.0,https://www.rightmove.co.uk/properties/165217112#/?channel=RES_LET,3.8575445173383316,SW3,3,Tier 3: Prime Central,50,3.315548780487809,6.706984949556199,30.011266865022005
"London, NW8 6QE",NW8 6QE,savills,3683,1098,2,1.0,https://search.savills.com/property-detail/gbsjrestl250017l,3.354280510018215,NW8,3,Tier 3: Prime Central,50,9.222560975609756,0.0,29.611280487804876
"Fulham Road, London, SW3 6SH",SW3 6SH,rightmove,4030,1067,2,1.0,https://www.rightmove.co.uk/properties/166029110#/?channel=RES_LET,3.776944704779756,SW3,3,Tier 3: Prime Central,50,3.315548780487809,5.522145127966837,29.418846954227323
"Wetherby Gardens, South Kensington, London, SW5",SW5,knightfrank,12783,1512,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/wetherby-gardens-south-kensington-london-sw5/skq012594415,8.454365079365079,SW5,4,Tier 4: Broader Market,20,11.89024390243903,25.71846516384332,28.804354533141176
"South Kensington, Queens Gate",,rightmove,5417,1141,2,2.0,https://www.rightmove.co.uk/properties/169531277#/?channel=RES_LET,4.747589833479404,,4,Tier 4: Broader Market,20,17.416158536585368,19.790900409243456,28.603529472914413
Old Brompton Road,,foxtons,4117,1244,2,2.0,https://www.foxtons.co.uk/properties-to-rent/kensington/chpk2536673,3.309485530546624,,4,Tier 4: Broader Market,20,37.04268292682927,0.0,28.521341463414636
"Cleveland Square, Bayswater, London, W2.",W2,knightfrank,5416,1415,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/cleveland-square-bayswater-london-w2/hpq012533916,3.8275618374558302,W2,4,Tier 4: Broader Market,20,30.373475609756095,6.26623115677366,28.319853383264878
Pont Street,,foxtons,12000,1216,2,2.0,https://www.foxtons.co.uk/properties-to-rent/chelsea/slsq0247240,9.868421052631579,,4,Tier 4: Broader Market,20,31.70731707317074,4.931446262715617,28.31938166794318
"Somerville Avenue, Harrods Village, Barnes, London, SW13",SW13,chestertons,4000,1241,2,2.0,https://www.chestertons.co.uk/properties/21180433/lettings/BAL240219,3.2232070910556003,SW13,4,Tier 4: Broader Market,20,36.47103658536586,0.0,28.23551829268293
"Porchester Square Mews, London, W2",W2,knightfrank,4766,1188,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/porchester-square-mews-london-w2/hpq012379152,4.011784511784512,W2,4,Tier 4: Broader Market,20,26.371951219512198,8.97435607239529,27.673153645953743
"Nevern Square, London, SW5",SW5,rightmove,4983,1163,2,2.0,https://www.rightmove.co.uk/properties/169992170#/?channel=RES_LET,4.2846087704213245,SW5,4,Tier 4: Broader Market,20,21.60823170731707,12.984949095717397,27.296590401517236
"Nevern Square, SW5 9PN",SW5 9PN,savills,4983,1163,2,2.0,https://search.savills.com/property-detail/gbecreecl250075l,4.2846087704213245,SW5,4,Tier 4: Broader Market,20,21.60823170731707,12.984949095717397,27.296590401517236
"Ennismore Gardens, Knightsbridge, London, London Borough of Westminster, SW7",SW7,rightmove,19500,1551,2,2.0,https://www.rightmove.co.uk/properties/148581389#/?channel=RES_LET,12.572533849129593,SW7,3,Tier 3: Prime Central,50,4.458841463414637,0.0,27.229420731707318
Palace Gate Kensington Kensington London,,rightmove,5850,1055,2,2.0,https://www.rightmove.co.uk/properties/169349090#/?channel=RES_LET,5.545023696682464,,4,Tier 4: Broader Market,20,1.0289634146341486,31.51340156915846,26.271182491896305
"Durham Terrace, Notting Hill, London, W2",W2,knightfrank,5611,1082,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/durham-terrace-notting-hill-london-w2/nhq012540168,5.185767097966728,W2,4,Tier 4: Broader Market,20,6.173780487804881,26.232228935936664,26.203004711870772
"Inverness Terrace, Hyde Park, London, W2.",W2,knightfrank,4983,1141,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/inverness-terrace-hyde-park-london-w2/hpq012580254,4.3672217353198945,W2,4,Tier 4: Broader Market,20,17.416158536585368,14.199382820612904,25.807770678599137
"The Water Gardens, Burwood Place, London, W2",W2,knightfrank,5252,1114,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/the-water-gardens-burwood-place-london-w2/hpq012566267,4.714542190305206,W2,4,Tier 4: Broader Market,20,12.271341463414636,19.305090797539837,25.788216130477238
Eaton Place,,foxtons,16684,1213,2,2.0,https://www.foxtons.co.uk/properties-to-rent/belgravia/chpk0327321,13.754328112118714,,4,Tier 4: Broader Market,20,31.13567073170732,0.0,25.56783536585366
"Oxford Gardens, London, W10",W10,rightmove,8667,1055,2,2.0,https://www.rightmove.co.uk/properties/162773801#/?channel=RES_LET,8.21516587677725,W10,4,Tier 4: Broader Market,20,1.0289634146341486,29.234760444462154,25.13186192954815
"Lexham Gardens, W8 6JE",W8 6JE,savills,5200,1574,2,2.0,https://search.savills.com/property-detail/gbkerecli183973l,3.3036848792884372,W8,3,Tier 3: Prime Central,50,0.07621951219511924,0.0,25.03810975609756
"Westbourne Grove, Westminster, W2",W2,rightmove,10833,1139,2,2.0,https://www.rightmove.co.uk/properties/169731638#/?channel=RES_LET,9.510974539069359,W2,4,Tier 4: Broader Market,20,17.035060975609756,10.186010137154078,23.610535556381915
"Prince Edward Mansions, Moscow Road, London, W2",W2,rightmove,11916,1180,2,2.0,https://www.rightmove.co.uk/properties/169670546#/?channel=RES_LET,10.098305084745762,W2,4,Tier 4: Broader Market,20,24.847560975609756,1.5520865973508158,23.199823786480284
"24 Palace Court, Bayswater, London, W2",W2,rightmove,4500,1144,2,2.0,https://www.rightmove.co.uk/properties/167369321#/?channel=RES_LET,3.9335664335664338,W2,4,Tier 4: Broader Market,20,17.98780487804878,7.824528412763709,22.906166645406245
"Oxford House, 52 Parkside, Wimbledon Village, London, SW19",SW19,knightfrank,3750,1442,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/oxford-house-52-parkside-wimbledon-village-london-sw19/wmq012589918,2.6005547850208046,SW19,4,Tier 4: Broader Market,20,25.228658536585368,0.0,22.614329268292686
"Devonshire Mews, 68 Park Walk, Chelsea, London, SW10",SW10,knightfrank,9498,1074,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/devonshire-mews-68-park-walk-chelsea-london-sw10/chq012558704,8.843575418994414,SW10,4,Tier 4: Broader Market,20,4.64939024390244,19.996964148788006,22.32317719634522
Chelsea Harbour,,foxtons,3595,1167,2,2.0,https://www.foxtons.co.uk/properties-to-rent/chelsea/chpk0478550,3.080548414738646,,4,Tier 4: Broader Market,20,22.370426829268293,0.0,21.18521341463415
"Hyde Park Square, Hyde Park, London, W2.",W2,knightfrank,4849,1076,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/hyde-park-square-hyde-park-london-w2/hpq012572853,4.506505576208179,W2,4,Tier 4: Broader Market,20,5.030487804878053,16.246894296752163,20.63869105081511
"Artesian Road, London",,rightmove,4996,1054,2,2.0,https://www.rightmove.co.uk/properties/168372614#/?channel=RES_LET,4.740037950664137,,4,Tier 4: Broader Market,20,0.8384146341463394,19.679885616485688,20.259150125316012
"Harrington Gardens, London",,rightmove,4000,1138,2,2.0,https://www.rightmove.co.uk/properties/167035100#/?channel=RES_LET,3.51493848857645,,4,Tier 4: Broader Market,20,16.84451219512195,1.6705803586812562,19.257546276901603
"Ashington Road, London, SW6.",SW6,knightfrank,6000,1520,2,1.0,https://www.knightfrank.co.uk/properties/residential/to-let/ashington-road-london-sw6/flq012569110,3.9473684210526314,SW6,4,Tier 4: Broader Market,20,10.365853658536588,8.02742149491375,19.196637576725166
"Redcliffe Street, London, SW10",SW10,rightmove,3466,1146,2,2.0,https://www.rightmove.co.uk/properties/165836675#/?channel=RES_LET,3.024432809773124,SW10,4,Tier 4: Broader Market,20,18.368902439024392,0.0,19.184451219512198
"Redcliffe Square, London, SW10",SW10,knightfrank,3748,1146,2,2.0,https://www.knightfrank.co.uk/properties/residential/to-let/redcliffe-square-london-sw10/chq012567008,3.270506108202443,SW10,4,Tier 4: Broader Market,20,18.368902439024392,0.0,19.184451219512198
"Newton Road, Notting Hill, London, W2",W2,rightmove,5850,1515,2,3.0,https://www.rightmove.co.uk/properties/169271570#/?channel=RES_LET,3.8613861386138613,W2,4,Tier 4: Broader Market,20,11.318597560975613,6.7634578583908755,19.04102770968324
"Inver Court, Queensway, London, W2",W2,rightmove,4700,1066,2,2.0,https://www.rightmove.co.uk/properties/169452845#/?channel=RES_LET,4.409005628517824,W2,4,Tier 4: Broader Market,20,3.125,14.813617754794228,18.969308877397115
"Amelia Brown, W2 3NA",W2 3NA,savills,4312,1088,2,2.0,https://search.savills.com/property-detail/gbnnrenhl140048l,3.963235294117647,W2,4,Tier 4: Broader Market,20,7.3170731707317085,8.260668973471741,17.788871072101728
"Upper Richmond Road, SW15 2RF",SW15 2RF,savills,2999,1128,2,2.0,https://search.savills.com/property-detail/gbpurepul200069l,2.6586879432624113,SW15,4,Tier 4: Broader Market,20,14.9390243902439,0.0,17.46951219512195
"Fulham Road, London, SW10",SW10,chestertons,4200,1067,2,2.0,https://www.chestertons.co.uk/properties/21220495/lettings/CJL200164,3.936269915651359,SW10,4,Tier 4: Broader Market,20,3.315548780487809,7.864270356690007,15.589909568588908
Leinster Square,,foxtons,3800,1104,2,2.0,https://www.foxtons.co.uk/properties-to-rent/notting-hill/chpk0143155,3.4420289855072466,,4,Tier 4: Broader Market,20,10.365853658536588,0.5987902407339762,15.482321949635281
"Pelham Road, SW19 1SU",SW19 1SU,savills,2349,1102,2,2.0,https://search.savills.com/property-detail/gbwlrewml250077l,2.1315789473684212,SW19,4,Tier 4: Broader Market,20,9.984756097560975,0.0,14.992378048780488
"90 Wimbledon Hill Road, London, SW19 7PB",SW19 7PB,savills,3250,1100,2,2.0,https://search.savills.com/property-detail/gbwlrewml210051l,2.9545454545454546,SW19,4,Tier 4: Broader Market,20,9.60365853658537,0.0,14.801829268292686
"Communal gardens, SW19 5LR",SW19 5LR,savills,4602,1529,2,2.0,https://search.savills.com/property-detail/gbwlrepul250075l,3.0098103335513406,SW19,4,Tier 4: Broader Market,20,8.65091463414634,0.0,14.32545731707317
"Fitzclarence House, 175-177 Holland Park Avenue, London, W11",W11,chestertons,3800,1068,2,2.0,https://www.chestertons.co.uk/properties/21142691/lettings/KEL250123,3.5580524344569286,W11,4,Tier 4: Broader Market,20,3.506097560975613,2.3043674398598335,12.905232500417723
"Warwick Road, Earls Court, London, SW5",SW5,rightmove,3497,1066,2,2.0,https://www.rightmove.co.uk/properties/168382907#/?channel=RES_LET,3.2804878048780486,SW5,4,Tier 4: Broader Market,20,3.125,0.0,11.5625
"Hertsmere Road, London, E14.",E14,knightfrank,4116,1559,2,2.0,https://www.knightfrank.co.uk/properties/residential/to-let/hertsmere-road-london-e14/cwq012548254,2.6401539448364337,E14,4,Tier 4: Broader Market,20,2.934451219512196,0.0,11.467225609756099
"Barnard Road, SW11 1QT",SW11 1QT,savills,3601,1060,2,2.0,https://search.savills.com/property-detail/gbndllndl220050l,3.397169811320755,SW11,4,Tier 4: Broader Market,20,1.9817073170731725,0.0,10.990853658536587
